Product Name,Product URL,Product Price,Product Rating,Product Reviews
"Training,Walking,Cricket,Gym,Running Comfortable Sports Shoes for Men",https://www.amazon.in/Allen-Cooper-Sports-Shoes-601G/dp/B09QHSTQ48/ref=sr_1_65?keywords=men+sports+shoes&qid=1685080866&sr=8-65,"₹1,398",3.7 out of 5 stars,210
Nrgy Comet Adults Unisex Black Nrgy,https://www.amazon.in/Unisexs-Black-Ultra-Gray-Dark-Walking-19055638/dp/B08D984GTP/ref=sr_1_66?keywords=men+sports+shoes&qid=1685080866&sr=8-66,"₹2,024",4.0 out of 5 stars,"3,574"
Mens Sx0680g Running Shoe,https://www.amazon.in/Sparx-SM-680-Sports-Shoes-SX0680GGYRD0009/dp/B09BZPW4ZK/ref=sr_1_67?keywords=men+sports+shoes&qid=1685080866&sr=8-67,"₹1,198",4.2 out of 5 stars,125
Mens Sx0421g Running Shoes,https://www.amazon.in/Sparx-Mens-Silver-Sneakers-9-SX0421G_TBSL0009/dp/B07YM2G3V4/ref=sr_1_68?keywords=men+sports+shoes&qid=1685080866&sr=8-68,₹846,4.1 out of 5 stars,498
"Sneaker Casual Shoes for Men | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfbXRmOjIwMTQxNDcxMjU0ODk4OjowOjo&url=%2FRed-Tape-Slip-Resistance-Absorption-RSO2771%2Fdp%2FB0BWRB18MG%2Fref%3Dsr_1_69_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-69-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,517",4.0 out of 5 stars,217
"Men's AIRWEAVE-02 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfbXRmOjIwMTQ2MDczMjY2Nzk4OjowOjo&url=%2FASIAN-AIRWEAVE-02-Running-Walking-Lightweight%2Fdp%2FB0C1Z7XTSB%2Fref%3Dsr_1_70_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-70-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,699",4.3 out of 5 stars,8
"Men's Newton-09 Sports Running,Walking & Gym Shoes with SoleFlex Technology Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfbXRmOjIwMTQzNjYyMzg4OTk4OjowOjo&url=%2FASIAN-Newton-09-Running-SoleFlex-Technology%2Fdp%2FB0B7S6193W%2Fref%3Dsr_1_71_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-71-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹539,3.9 out of 5 stars,198
"Men's Metacushion-02 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Insole Casual White Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfbXRmOjIwMTU0NDM4NTAyMzk4OjowOjo&url=%2FASIAN-Metacushion-02-Running-Walking-Lightweight%2Fdp%2FB0BYS95CTQ%2Fref%3Dsr_1_72_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-72-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,439",4.6 out of 5 stars,11
Sparx Mens SM-727 Running Shoes,https://www.amazon.in/Sparx-SM-727-Mallard-Sports-SX0727G_MYRD_0008/dp/B0B5F64HVC/ref=sr_1_73?keywords=men+sports+shoes&qid=1685080866&sr=8-73,₹811,3.0 out of 5 stars,10
Mens Sm-708 Sneaker,https://www.amazon.in/Sparx-SM-708-Forest-Golden-SX0708G_GFGO_0008/dp/B09KPPF3GG/ref=sr_1_74?keywords=men+sports+shoes&qid=1685080866&sr=8-74,"₹1,119",3.9 out of 5 stars,196
Mens Sx0716g Running Shoe,https://www.amazon.in/Sparx-SM-716-Atlantic-Sports-SX0716G_ABRD_0008/dp/B09KH2CPXV/ref=sr_1_75?keywords=men+sports+shoes&qid=1685080866&sr=8-75,"₹1,399",3.8 out of 5 stars,78
Men's Plasma Sports Running Shoe,https://www.amazon.in/Columbus-Plasma-Sports-Running-India-9/dp/B09ZSSLP45/ref=sr_1_76?keywords=men+sports+shoes&qid=1685080866&sr=8-76,₹999,3.8 out of 5 stars,380
Mens Ardito Plus Sneaker,https://www.amazon.in/Fila-Mens-Running-Shoes-11010710/dp/B0BB1X81Z3/ref=sr_1_77?keywords=men+sports+shoes&qid=1685080866&sr=8-77,"₹1,599",3.7 out of 5 stars,83
Mens 6066-03 Running Shoe,https://www.amazon.in/Centrino-Sports-Shoe-D-Grey-6066-02/dp/B09Q6CVG39/ref=sr_1_78?keywords=men+sports+shoes&qid=1685080866&sr=8-78,₹589,3.7 out of 5 stars,125
Men's Polyester Gel Verdict Badminton Shoes,https://www.amazon.in/Nivia-Synthetic-Leather-Sports-Shoes/dp/B074NWYSZ3/ref=sr_1_79?keywords=men+sports+shoes&qid=1685080866&sr=8-79,"₹1,223",4.0 out of 5 stars,"1,168"
Mens Maximal Comfort-everglide Range Walking Shoe,https://www.amazon.in/Puma-Maximal-Comfort-Everglide-Gibraltar-Sea-Silver/dp/B0B51FQ2KS/ref=sr_1_80?keywords=men+sports+shoes&qid=1685080866&sr=8-80,"₹2,499",4.0 out of 5 stars,"1,928"
Mens Sx0657g Sneaker,https://www.amazon.in/Sparx-SM-657-Black-Golden-Sports/dp/B091384HG4/ref=sr_1_81?keywords=men+sports+shoes&qid=1685080866&sr=8-81,"₹1,319",4.2 out of 5 stars,174
Men's Boss ASSG1123 Sports Shoes,https://www.amazon.in/ABROS-ASSG1123-Sports-Shoes_Eng-Grey-Navy_10UK/dp/B0BVZ6718N/ref=sr_1_82?keywords=men+sports+shoes&qid=1685080866&sr=8-82,"₹1,439",3.3 out of 5 stars,33
Mens Axelate M Shoes,https://www.amazon.in/Adidas-Axelate-Black-White-GA1167/dp/B096NCHN7F/ref=sr_1_83?keywords=men+sports+shoes&qid=1685080866&sr=8-83,"₹2,382",4.1 out of 5 stars,261
Mens T-02 Running Shoes,https://www.amazon.in/URJO-Mens-Sports-Shoes-Brown/dp/B09BN4GG4T/ref=sr_1_84?keywords=men+sports+shoes&qid=1685080866&sr=8-84,₹699,3.8 out of 5 stars,676
Mens Aero Knit Running Shoe,https://www.amazon.in/Power-Mens-Aero-Sports-Shoes/dp/B095X5J77N/ref=sr_1_85?keywords=men+sports+shoes&qid=1685080866&sr=8-85,"₹1,164",4.1 out of 5 stars,334
"Power Smash Tennis Shoes, Indoor Court Shoes, Table-Shoes, Shoes for Men with Non-Marking Rounds More Stability and Better Agility, Comfortable Shoes,",https://www.amazon.in/Nivia-679WT-POWERMASH-Tennis-Shoes/dp/B08KWCM9TV/ref=sr_1_86?keywords=men+sports+shoes&qid=1685080866&sr=8-86,"₹2,175",3.8 out of 5 stars,512
Men CONALL Running Shoes,https://www.amazon.in/Campus-CONALL-Running-Shoes-India/dp/B0B432BQ3W/ref=sr_1_87?keywords=men+sports+shoes&qid=1685080866&sr=8-87,"₹1,099",3.9 out of 5 stars,97
Mens Adi-pace M Running Shoe,https://www.amazon.in/Adidas-Mens-Adi-Pace-Running-Black/dp/B08TM6Z8VH/ref=sr_1_88?keywords=men+sports+shoes&qid=1685080866&sr=8-88,"₹2,355",3.6 out of 5 stars,517
Mens Sx0718g Running Shoe,https://www.amazon.in/Sparx-SM-718-White-Sports-SX0718G_WHGY_0007/dp/B09PVHFVNR/ref=sr_1_89?keywords=men+sports+shoes&qid=1685080866&sr=8-89,"₹1,675",3.8 out of 5 stars,266
Mens Sx0379g Running Shoes,https://www.amazon.in/Sparx-Green-Running-Shoes-9-SX0379G_GYFG0009/dp/B07YP15Q44/ref=sr_1_90?keywords=men+sports+shoes&qid=1685080866&sr=8-90,"₹1,228",4.1 out of 5 stars,"5,522"
Nivia Crick 1000 Cricket Shoes for Mens | Phylon & TPU Sole with Mesh and PVC Synthetic Leather Upper |A Moulded Removable P.U(SPORTHO Foot Bounce) Sockliner (Aster Blue/White) UK-8,https://www.amazon.in/Nivia-Crick-Cricket-Shoes-Aster/dp/B09RQPN4NG/ref=sr_1_91?keywords=men+sports+shoes&qid=1685080866&sr=8-91,"₹1,707
05",4.3 out of 5 stars,75
Men's Brizo Slip Running Shoe,https://www.amazon.in/Power-Mens-Brizo-Sports-Shoes/dp/B095X7XMJF/ref=sr_1_92?keywords=men+sports+shoes&qid=1685080866&sr=8-92,₹822,3.5 out of 5 stars,50
Mens Sm-610 Running Shoe,https://www.amazon.in/Sparx-Black-Running-Shoes-7-SX0610G_BKGN0007/dp/B07YQZXKZ5/ref=sr_1_93?keywords=men+sports+shoes&qid=1685080866&sr=8-93,"₹1,006",4.0 out of 5 stars,"8,194"
Men's Sx0676g Running Shoes,https://www.amazon.in/Sparx-Mens-Running-Shoes-10-SX0676G_NBRD0010/dp/B08QP6FHJR/ref=sr_1_94?keywords=men+sports+shoes&qid=1685080866&sr=8-94,"₹1,119",3.9 out of 5 stars,580
Mens Sm-707 Sneaker,https://www.amazon.in/Sparx-SM-707-Copper-Sports-SX0707GBKCP0009/dp/B09TWFKCVS/ref=sr_1_95?keywords=men+sports+shoes&qid=1685080866&sr=8-95,₹734,3.9 out of 5 stars,9
Mens Sm-702 Sneaker,https://www.amazon.in/Sparx-SM-702-Atlantic-Sports-SX0702G_ABNB_0007/dp/B09TWD4J2D/ref=sr_1_96?keywords=men+sports+shoes&qid=1685080866&sr=8-96,"₹1,249",3.9 out of 5 stars,461
Mens Sm-438 Sneaker,https://www.amazon.in/Sparx-Trending-Footwear-Outdoor-Official/dp/B09HKYPWT7/ref=sr_1_97?keywords=men+sports+shoes&qid=1685080866&sr=8-97,"₹1,439",3.5 out of 5 stars,13
Men's Gel-Rocket 10 White/Velvet Pine Platform (1071A054.107),https://www.amazon.in/ASICS-Gel-Rocket-Black-Indoor-Sports/dp/B0BRB3648B/ref=sr_1_98?keywords=men+sports+shoes&qid=1685080866&sr=8-98,"₹5,399",4.5 out of 5 stars,210
Men's Draco ASGO0113 Sports Shoes/Casual Shoes/Running Shoes,https://www.amazon.in/ABROS-ASGO0113-Sports-Shoes_Navy-L-Grey_7UK/dp/B0BCSVMK7C/ref=sr_1_99?keywords=men+sports+shoes&qid=1685080866&sr=8-99,₹707,4.0 out of 5 stars,17
by Red Chief Sports Shoes for Men R1043 C1246,https://www.amazon.in/FURO-Redchief-R1043-001-Numeric_7/dp/B08P5QL37P/ref=sr_1_100?keywords=men+sports+shoes&qid=1685080866&sr=8-100,"₹1,763",4.0 out of 5 stars,57
Men's Electro Running Shoes,https://www.amazon.in/Campus-Electro-L-Beige-Running-Shoes/dp/B09SY82WVZ/ref=sr_1_101?keywords=men+sports+shoes&qid=1685080866&sr=8-101,"₹1,264",3.7 out of 5 stars,54
Men Sports Shoes,https://www.amazon.in/Sparx-SM-484-Green-Sports-Shoes/dp/B083WGSWKV/ref=sr_1_102?keywords=men+sports+shoes&qid=1685080866&sr=8-102,"₹1,159",3.9 out of 5 stars,"2,064"
Mens Brett Casual Shoes,https://www.amazon.in/Power-Oxfords-Uniform-Dress-8396726_Black_8/dp/B09WDYW7LD/ref=sr_1_103?keywords=men+sports+shoes&qid=1685080866&sr=8-103,"₹1,189",3.7 out of 5 stars,110
Men's Sm-678 Running Shoe,https://www.amazon.in/Sparx-Mens-Cool-Running-SM-678/dp/B09CH42X1Z/ref=sr_1_104?keywords=men+sports+shoes&qid=1685080866&sr=8-104,"₹1,439",4.1 out of 5 stars,"1,709"
"Men's STUSSYY Comfortable, Walking, Stylish, Gym, Training, Sneakers, Running Shoe",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfYnRmOjIwMTI5NDA3MTE3Njk4OjowOjo&url=%2FOFF-LIMITS-STUSSYY-Memory-Running%2Fdp%2FB0B42XCQHH%2Fref%3Dsr_1_105_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-105-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,890",3.5 out of 5 stars,57
"Men's Creta-12 Men's Running Shoes with Breathable Knitted Upper | Gym,Training, Running Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfYnRmOjIwMTQyNTY1OTk1NTk4OjowOjo&url=%2FASIAN-Creta-12-Lightgrey-Walking-Training%2Fdp%2FB096SQL6CX%2Fref%3Dsr_1_106_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-106-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹749,3.7 out of 5 stars,"13,375"
Men's Royce-2 Running Shoes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfYnRmOjIwMDc3MTczNTg5OTk4OjowOjo&url=%2FCampus-Royce-2-Running-Shoes-7-CG-248%2Fdp%2FB07NDF747Q%2Fref%3Dsr_1_107_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-107-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,₹849,4.0 out of 5 stars,"11,134"
"Men's AIRWEAVE-01 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo3NjMxNDY4MjYyNjc3MTM3OjE2ODUwODA4NjY6c3BfYnRmOjIwMTQxOTM4NjQyNDk4OjowOjo&url=%2FASIAN-AIRWEAVE-01-Running-Walking-Lightweight%2Fdp%2FB0BZL3QZJV%2Fref%3Dsr_1_108_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080866%26sr%3D8-108-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,"₹1,699",5.0 out of 5 stars,7
"Men's Newton-09 Sports Running,Walking & Gym Shoes with SoleFlex Technology Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9hdGZfbmV4dDoyMDE0MzY2MjM4ODg5ODo6MDo6&url=%2FASIAN-Newton-09-Running-SoleFlex-Technology%2Fdp%2FB0B7S6XV32%2Fref%3Dsr_1_97_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-97-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,₹539,3.9 out of 5 stars,198
"Men's STUSSYY Comfortable, Walking, Stylish, Gym, Training, Sneakers, Running Shoe",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9hdGZfbmV4dDoyMDEyOTQwNzExNzQ5ODo6MDo6&url=%2FOFF-LIMITS-STUSSYY-Memory-Running%2Fdp%2FB0B42W8B1W%2Fref%3Dsr_1_98_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-98-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,890",3.5 out of 5 stars,57
"Men's AIRWEAVE-01 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9hdGZfbmV4dDoyMDE0MTkzODY0MTQ5ODo6MDo6&url=%2FASIAN-AIRWEAVE-01-Running-Walking-Lightweight%2Fdp%2FB0BZKZR563%2Fref%3Dsr_1_99_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-99-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,699",5.0 out of 5 stars,7
"Sneaker Casual Shoes for Men | Soft Cushioned Insole, Slip-Resistance, Dynamic Feet Support, Arch Support & Shock Absorption",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9hdGZfbmV4dDoyMDE0MTQ3MTI1NTE5ODo6MDo6&url=%2FRed-Tape-Slip-Resistance-Absorption-RSO2771%2Fdp%2FB0BWR9GZXF%2Fref%3Dsr_1_100_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-100-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,"₹1,517",4.0 out of 5 stars,217
Men CONALL Running Shoes,https://www.amazon.in/Campus-CONALL-Running-Shoes-India/dp/B0B432BQ3W/ref=sr_1_101?keywords=men+sports+shoes&qid=1685080873&sr=8-101,"₹1,099",3.9 out of 5 stars,97
Mens Adi-pace M Running Shoe,https://www.amazon.in/Adidas-Mens-Adi-Pace-Running-Black/dp/B08TM6Z8VH/ref=sr_1_102?keywords=men+sports+shoes&qid=1685080873&sr=8-102,"₹2,355",3.6 out of 5 stars,517
Mens Sx0718g Running Shoe,https://www.amazon.in/Sparx-SM-718-White-Sports-SX0718G_WHGY_0007/dp/B09PVHFVNR/ref=sr_1_103?keywords=men+sports+shoes&qid=1685080873&sr=8-103,"₹1,675",3.8 out of 5 stars,266
Mens Sx0379g Running Shoes,https://www.amazon.in/Sparx-Green-Running-Shoes-9-SX0379G_GYFG0009/dp/B07YP15Q44/ref=sr_1_104?keywords=men+sports+shoes&qid=1685080873&sr=8-104,"₹1,228",4.1 out of 5 stars,"5,522"
Nivia Crick 1000 Cricket Shoes for Mens | Phylon & TPU Sole with Mesh and PVC Synthetic Leather Upper |A Moulded Removable P.U(SPORTHO Foot Bounce) Sockliner (Aster Blue/White) UK-8,https://www.amazon.in/Nivia-Crick-Cricket-Shoes-Aster/dp/B09RQPN4NG/ref=sr_1_105?keywords=men+sports+shoes&qid=1685080873&sr=8-105,"₹1,707
05",4.3 out of 5 stars,75
Men's Brizo Slip Running Shoe,https://www.amazon.in/Power-Mens-Brizo-Sports-Shoes/dp/B095X7XMJF/ref=sr_1_106?keywords=men+sports+shoes&qid=1685080873&sr=8-106,₹822,3.5 out of 5 stars,50
Mens Sm-610 Running Shoe,https://www.amazon.in/Sparx-Black-Running-Shoes-7-SX0610G_BKGN0007/dp/B07YQZXKZ5/ref=sr_1_107?keywords=men+sports+shoes&qid=1685080873&sr=8-107,"₹1,006",4.0 out of 5 stars,"8,194"
Men's Sx0676g Running Shoes,https://www.amazon.in/Sparx-Mens-Running-Shoes-10-SX0676G_NBRD0010/dp/B08QP6FHJR/ref=sr_1_108?keywords=men+sports+shoes&qid=1685080873&sr=8-108,"₹1,119",3.9 out of 5 stars,580
Mens Sm-707 Sneaker,https://www.amazon.in/Sparx-SM-707-Copper-Sports-SX0707GBKCP0009/dp/B09TWFKCVS/ref=sr_1_109?keywords=men+sports+shoes&qid=1685080873&sr=8-109,₹734,3.9 out of 5 stars,9
Mens Sm-702 Sneaker,https://www.amazon.in/Sparx-SM-702-Atlantic-Sports-SX0702G_ABNB_0007/dp/B09TWD4J2D/ref=sr_1_110?keywords=men+sports+shoes&qid=1685080873&sr=8-110,"₹1,249",3.9 out of 5 stars,461
Mens Sm-438 Sneaker,https://www.amazon.in/Sparx-Trending-Footwear-Outdoor-Official/dp/B09HKYPWT7/ref=sr_1_111?keywords=men+sports+shoes&qid=1685080873&sr=8-111,"₹1,439",3.5 out of 5 stars,13
Force 10 Sports Shoes for Men,https://www.amazon.in/Liberty-Force-Sports-Shoes-Black/dp/B0BLS4MF7Y/ref=sr_1_112?keywords=men+sports+shoes&qid=1685080873&sr=8-112,₹999,4.2 out of 5 stars,19
Men's Gel-Rocket 10 White/Velvet Pine Platform (1071A054.107),https://www.amazon.in/ASICS-Gel-Rocket-Black-Indoor-Sports/dp/B0BRB3648B/ref=sr_1_113?keywords=men+sports+shoes&qid=1685080873&sr=8-113,"₹5,399",4.5 out of 5 stars,210
Men's Draco ASGO0113 Sports Shoes/Casual Shoes/Running Shoes,https://www.amazon.in/ABROS-ASGO0113-Sports-Shoes_Navy-L-Grey_7UK/dp/B0BCSVMK7C/ref=sr_1_114?keywords=men+sports+shoes&qid=1685080873&sr=8-114,₹707,4.0 out of 5 stars,17
by Red Chief Sports Shoes for Men R1043 C1246,https://www.amazon.in/FURO-Redchief-R1043-001-Numeric_7/dp/B08P5QL37P/ref=sr_1_115?keywords=men+sports+shoes&qid=1685080873&sr=8-115,"₹1,763",4.0 out of 5 stars,57
Men's Electro Running Shoes,https://www.amazon.in/Campus-Electro-L-Beige-Running-Shoes/dp/B09SY82WVZ/ref=sr_1_116?keywords=men+sports+shoes&qid=1685080873&sr=8-116,"₹1,264",3.7 out of 5 stars,54
"Men's SHOCKER-01 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Casual Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9tdGY6MjAxNDY2MDY4NTUxOTg6OjA6Og&url=%2FASIAN-SHOCKER-01-Running-Walking-Lightweight%2Fdp%2FB0C27L4PL1%2Fref%3Dsr_1_117_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-117-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,399",5.0 out of 5 stars,4
"Men's Metacushion-02 Sports Running,Walking,Gym Shoes with Lightweight Phylon Sole with Memory Foam Insole Casual White Sneaker Shoes for Men's & Boy's",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9tdGY6MjAxNTQ0Mzg1MDI0OTg6OjA6Og&url=%2FASIAN-Metacushion-02-Running-Walking-Lightweight%2Fdp%2FB0BYS9QRDH%2Fref%3Dsr_1_118_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-118-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,439",4.6 out of 5 stars,11
Men's North Plus Running Shoes,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9tdGY6MjAwMjYwODYwMTY1OTg6OjA6Og&url=%2FCampus-North-Yellow-Running-Shoes%2Fdp%2FB08PSMJ7CH%2Fref%3Dsr_1_119_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-119-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,"₹1,299",3.9 out of 5 stars,"7,773"
Mens Fanatic Running Shoe,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo5MTE1Nzg1NzA0MDIxMDk6MTY4NTA4MDg3MzpzcF9tdGY6MjAxNTIzMTYwMDMxOTg6OjA6Og&url=%2FAmazon-Brand-Symactive-Sports-AW21-SYM-10%2Fdp%2FB09CTDLJF4%2Fref%3Dsr_1_120_sspa%3Fkeywords%3Dmen%2Bsports%2Bshoes%26qid%3D1685080873%26sr%3D8-120-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,₹699,3.8 out of 5 stars,582
"Sports Shoes for Men |Latest Stylish Sports Shoes for Men |Lace-Up Lightweight Red Shoes for Running, Walking, Gym,Trekking and Hiking Shoes for Men (ORI-9015)",https://www.amazon.in/Bersache-Lightweight-Trekking-ORI-9015-Numeric_8/dp/B09ZDWLLPB/ref=sr_1_121?keywords=men+sports+shoes&qid=1685080873&sr=8-121,₹949,3.2 out of 5 stars,197
Men Sports Shoes,https://www.amazon.in/Sparx-SM-484-Green-Sports-Shoes/dp/B083WGSWKV/ref=sr_1_122?keywords=men+sports+shoes&qid=1685080873&sr=8-122,"₹1,159",3.9 out of 5 stars,"2,064"
Mens Brett Casual Shoes,https://www.amazon.in/Power-Oxfords-Uniform-Dress-8396726_Black_8/dp/B09WDYW7LD/ref=sr_1_123?keywords=men+sports+shoes&qid=1685080873&sr=8-123,"₹1,189",3.7 out of 5 stars,110
Men's Sm-678 Running Shoe,https://www.amazon.in/Sparx-Mens-Cool-Running-SM-678/dp/B09CH42X1Z/ref=sr_1_124?keywords=men+sports+shoes&qid=1685080873&sr=8-124,"₹1,439",4.1 out of 5 stars,"1,709"
Mens Sx0472g Sports Shoes,https://www.amazon.in/Sparx-Orange-Running-Shoes-9-SX0472G_GYNO0009/dp/B07YY35D9T/ref=sr_1_125?keywords=men+sports+shoes&qid=1685080873&sr=8-125,"₹1,319",4.2 out of 5 stars,590
Mens Loire-z-170 Running Shoe,https://www.amazon.in/Bourge-Mens-Loire-z-170-Running-Shoes/dp/B09GPQ19HF/ref=sr_1_126?keywords=men+sports+shoes&qid=1685080873&sr=8-126,₹859,3.8 out of 5 stars,41
Softride Rift Breeze One8,https://www.amazon.in/PUMA-SOFTRIDE-RIFT-Breeze-ONE8/dp/B08TM98DD9/ref=sr_1_127?keywords=men+sports+shoes&qid=1685080873&sr=8-127,"₹2,929",4.2 out of 5 stars,59
"Vector X CS-2100 Court Shoes for Boys & Girls (9, Black-Gold)",https://www.amazon.in/Vector-CS-2100-Court-Shoes-Black-Gold/dp/B09P777XPT/ref=sr_1_128?keywords=men+sports+shoes&qid=1685080873&sr=8-128,"₹1,099",3.7 out of 5 stars,320
Men's Run Running Shoes,https://www.amazon.in/Campus-Mens-Running-Shoes-India/dp/B09LQ48ZK6/ref=sr_1_129?keywords=men+sports+shoes&qid=1685080873&sr=8-129,₹898,4.0 out of 5 stars,389
Men's Sports Running Shoes,https://www.amazon.in/Lancer-RAMBO-120BGN-41-Green-Sports-Running/dp/B08JZ9TKGM/ref=sr_1_130?keywords=men+sports+shoes&qid=1685080873&sr=8-130,"₹1,099",3.7 out of 5 stars,72
Men's Dylan ASGO0111 Sports Shoes/Casual Shoes/Running Shoes,https://www.amazon.in/ABROS-ASGO0111-Sports-Shoes_Navy-Red_10UK/dp/B0BCSXXCM4/ref=sr_1_131?keywords=men+sports+shoes&qid=1685080873&sr=8-131,₹839,4.4 out of 5 stars,8
Sx0677g,https://www.amazon.in/Sparx-Outdoor-Sports-SM-677G-Color/dp/B0963YQLK1/ref=sr_1_132?keywords=men+sports+shoes&qid=1685080873&sr=8-132,₹999,3.9 out of 5 stars,"3,982"
